,MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
1437,2011,FORD,FIESTA SFE,SUBCOMPACT,1.6,4,A6,X,8.0,5.9,7.1,40.0,163.0
1438,2011,FORD,FLEX,SUV,3.5,6,A6,X,14.2,9.9,12.3,23.0,283.0
1439,2011,FORD,FLEX AWD,SUV,3.5,6,A6,X,15.0,10.6,13.0,22.0,299.0
1440,2011,FORD,FLEX AWD,SUV,3.5,6,AS6,X,14.7,10.9,13.0,22.0,299.0
1441,2011,FORD,FOCUS,COMPACT,2.0,4,A4,X,9.5,7.0,8.3,34.0,191.0
1442,2011,FORD,FOCUS,COMPACT,2.0,4,M5,X,9.3,6.7,8.1,35.0,186.0
1443,2011,FORD,FUSION,MID-SIZE,2.5,4,A6,X,10.3,7.2,8.9,32.0,205.0
1444,2011,FORD,FUSION,MID-SIZE,2.5,4,M6,X,10.8,8.2,9.6,29.0,221.0
1445,2011,FORD,FUSION AWD,MID-SIZE,3.5,6,AS6,X,14.2,9.8,12.2,23.0,281.0
1446,2011,FORD,FUSION FFV,MID-SIZE,3.0,6,AS6,X,12.0,8.3,10.4,27.0,239.0
1447,2011,FORD,FUSION FFV,MID-SIZE,3.0,6,AS6,E,16.6,11.3,14.2,20.0,227.0
1448,2011,FORD,FUSION FFV AWD,MID-SIZE,3.0,6,AS6,X,13.4,9.3,11.5,25.0,265.0
1449,2011,FORD,FUSION FFV AWD,MID-SIZE,3.0,6,AS6,E,18.2,12.6,15.7,18.0,251.0
1450,2011,FORD,FUSION HYBRID,MID-SIZE,2.5,4,AV,X,5.7,6.5,6.0,47.0,138.0
1451,2011,FORD,FUSION S,MID-SIZE,2.5,4,M6,X,10.9,7.4,9.3,30.0,214.0
1452,2011,FORD,MUSTANG,SUBCOMPACT,3.7,6,A6,X,12.1,7.6,10.1,28.0,232.0
1453,2011,FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,12.7,8.2,10.7,26.0,246.0
1454,2011,FORD,MUSTANG,SUBCOMPACT,5.0,8,A6,X,13.3,9.4,11.5,25.0,265.0
1455,2011,FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,X,13.7,9.1,11.7,24.0,269.0
1456,2011,FORD,MUSTANG,SUBCOMPACT,5.4,8,M6,Z,16.2,10.4,13.6,21.0,313.0
1457,2011,FORD,MUSTANG CONV,SUBCOMPACT,3.7,6,A6,X,13.4,9.3,11.5,25.0,265.0
1458,2011,FORD,RANGER,PICKUP TRUCK - SMALL,2.3,4,A5,X,13.2,10.2,11.8,24.0,271.0
1459,2011,FORD,RANGER,PICKUP TRUCK - SMALL,2.3,4,M5,X,11.4,9.1,10.4,27.0,239.0
1460,2011,FORD,RANGER,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.5,12.0,13.9,20.0,320.0
1461,2011,FORD,RANGER,PICKUP TRUCK - SMALL,4.0,6,M5,X,15.1,11.5,13.5,21.0,311.0
1462,2011,FORD,RANGER 4X4,PICKUP TRUCK - SMALL,4.0,6,A5,X,16.3,13.1,14.9,19.0,343.0
1463,2011,FORD,RANGER 4X4,PICKUP TRUCK - SMALL,4.0,6,M5,X,15.7,12.5,14.3,20.0,329.0
1464,2011,FORD,TAURUS,FULL-SIZE,3.5,6,A6,X,13.1,8.6,11.1,25.0,255.0
1465,2011,FORD,TAURUS,FULL-SIZE,3.5,6,AS6,X,13.2,8.8,11.2,25.0,258.0
1466,2011,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,13.8,9.3,11.8,24.0,271.0
1467,2011,FORD,TAURUS AWD TURBO,FULL-SIZE,3.5,6,AS6,X,14.0,9.6,12.0,24.0,276.0
1468,2011,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.0,4,A4,X,11.5,9.1,10.4,27.0,239.0
1469,2011,GMC,ACADIA,SUV,3.6,6,A6,X,14.3,9.9,12.3,23.0,283.0
1470,2011,GMC,ACADIA AWD,SUV,3.6,6,A6,X,14.7,10.4,12.8,22.0,294.0
1471,2011,GMC,CANYON,PICKUP TRUCK - SMALL,2.9,4,A4,X,12.8,9.6,11.3,25.0,260.0
1472,2011,GMC,CANYON,PICKUP TRUCK - SMALL,2.9,4,M5,X,12.8,9.3,11.2,25.0,258.0
1473,2011,GMC,CANYON,PICKUP TRUCK - SMALL,3.7,5,A4,X,14.0,10.3,12.4,23.0,285.0
1474,2011,GMC,CANYON,PICKUP TRUCK - SMALL,5.3,8,A4,X,16.1,11.7,14.1,20.0,324.0
1475,2011,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.9,4,A4,X,13.5,10.1,12.0,24.0,276.0
1476,2011,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.9,4,M5,X,13.2,9.6,11.6,24.0,267.0
1477,2011,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.7,5,A4,X,14.5,10.6,12.7,22.0,292.0
1478,2011,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,5.3,8,A4,X,17.0,12.2,14.9,19.0,343.0
1479,2011,GMC,CANYON CHASSIS CAB,PICKUP TRUCK - SMALL,3.7,5,A4,X,15.4,11.8,13.8,20.0,317.0
1480,2011,GMC,CANYON CHASSIS CAB 4WD,PICKUP TRUCK - SMALL,3.7,5,A4,X,14.9,11.0,13.1,22.0,301.0
1481,2011,GMC,CANYON CREW CAB,PICKUP TRUCK - SMALL,2.9,4,A4,X,12.8,9.6,11.3,25.0,260.0
1482,2011,GMC,CANYON CREW CAB,PICKUP TRUCK - SMALL,2.9,4,M5,X,12.9,9.3,11.2,25.0,258.0
1483,2011,GMC,CANYON CREW CAB,PICKUP TRUCK - SMALL,3.7,5,A4,X,14.2,10.4,12.5,23.0,288.0
1484,2011,GMC,CANYON CREW CAB,PICKUP TRUCK - SMALL,5.3,8,A4,X,16.1,11.7,14.1,20.0,324.0
1485,2011,GMC,CANYON CREW CAB 4WD,PICKUP TRUCK - SMALL,3.7,5,A4,X,14.9,11.0,13.1,22.0,301.0
1486,2011,GMC,CANYON CREW CAB 4WD,PICKUP TRUCK - SMALL,5.3,8,A4,X,17.0,12.2,14.9,19.0,343.0
1487,2011,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.1,14.2,18.0,16.0,414.0
1488,2011,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,E,28.3,19.4,24.3,12.0,389.0
1489,2011,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,21.9,14.9,18.7,15.0,430.0
1490,2011,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,E,30.0,20.2,25.6,11.0,410.0
1491,2011,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,22.3,15.0,19.0,15.0,437.0
1492,2011,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,E,30.3,20.4,25.8,11.0,413.0
1493,2011,GMC,SAVANA CARGO,VAN - CARGO,4.3,6,A4,X,15.7,11.8,14.0,20.0,322.0
1494,2011,GMC,SAVANA CARGO,VAN - CARGO,5.3,8,A4,X,18.0,13.4,15.9,18.0,366.0
1495,2011,GMC,SAVANA CARGO,VAN - CARGO,5.3,8,A4,E,23.5,17.7,20.9,14.0,334.0
1496,2011,GMC,SAVANA CARGO AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.4,17.0,377.0
1497,2011,GMC,SAVANA CARGO AWD,VAN - CARGO,5.3,8,A4,E,23.7,18.8,21.5,13.0,344.0
1498,2011,GMC,SAVANA CARGO CONV,VAN - CARGO,5.3,8,A4,X,18.6,13.9,16.5,17.0,380.0
1499,2011,GMC,SAVANA CARGO CONV,VAN - CARGO,5.3,8,A4,E,23.9,18.5,21.5,13.0,344.0
1500,2011,GMC,SAVANA CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.4,17.0,377.0
1501,2011,GMC,SAVANA CARGO CONV AWD,VAN - CARGO,5.3,8,A4,E,25.3,19.3,22.6,12.0,362.0
1502,2011,GMC,SAVANA PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18.6,13.9,16.5,17.0,380.0
1503,2011,GMC,SAVANA PASSENGER,VAN - PASSENGER,5.3,8,A4,E,23.9,18.5,21.5,13.0,344.0
1504,2011,GMC,SAVANA PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,18.3,14.2,16.4,17.0,377.0
1505,2011,GMC,SAVANA PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,E,25.3,19.3,22.6,12.0,362.0
1506,2011,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15.7,11.8,14.0,20.0,322.0
1507,2011,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17.0,12.3,14.9,19.0,343.0
1508,2011,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.8,8,A4,E,22.2,16.6,19.7,14.0,315.0
1509,2011,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.2,13.8,20.0,317.0
1510,2011,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.3,14.7,18.3,15.0,293.0
1511,2011,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,18.8,13.0,16.2,17.0,373.0
1512,2011,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A6,E,25.5,17.4,21.9,13.0,350.0
1513,2011,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.6,13.3,15.1,19.0,347.0
1514,2011,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17.7,13.4,15.7,18.0,361.0
1515,2011,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.8,8,A4,E,23.2,17.8,20.8,14.0,333.0
1516,2011,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.1,11.2,13.9,20.0,320.0
1517,2011,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.5,14.7,18.5,15.0,296.0
1518,2011,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,19.6,13.4,16.8,17.0,386.0
1519,2011,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,E,26.6,17.8,22.6,12.0,362.0
1520,2011,GMC,SIERRA DENALI AWD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,19.3,13.0,16.5,17.0,380.0
1521,2011,GMC,SIERRA DENALI AWD,PICKUP TRUCK - STANDARD,6.2,8,A6,E,26.3,17.4,22.3,13.0,357.0
1522,2011,GMC,SIERRA HYBRID,PICKUP TRUCK - STANDARD,6.0,8,AV,X,11.5,9.9,10.8,26.0,248.0
1523,2011,GMC,SIERRA HYBRID 4WD,PICKUP TRUCK - STANDARD,6.0,8,AV,X,11.6,10.1,10.9,26.0,251.0
1524,2011,GMC,SIERRA XFE,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.3,10.7,13.3,21.0,306.0
1525,2011,GMC,SIERRA XFE,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.7,14.4,17.9,16.0,286.0
1526,2011,GMC,TERRAIN,SUV,2.4,4,A6,X,10.5,7.3,9.1,31.0,209.0
1527,2011,GMC,TERRAIN,SUV,3.0,6,A6,X,13.9,9.6,12.0,24.0,276.0
1528,2011,GMC,TERRAIN,SUV,3.0,6,A6,E,18.8,13.1,16.3,17.0,261.0
1529,2011,GMC,TERRAIN AWD,SUV,2.4,4,A6,X,11.5,8.2,10.0,28.0,230.0
1530,2011,GMC,TERRAIN AWD,SUV,3.0,6,A6,X,14.5,10.2,12.5,23.0,288.0
1531,2011,GMC,TERRAIN AWD,SUV,3.0,6,A6,E,19.6,13.8,17.0,17.0,272.0
1532,2011,GMC,YUKON,SUV,5.3,8,A6,X,16.1,11.2,13.9,20.0,320.0
1533,2011,GMC,YUKON,SUV,5.3,8,A6,E,21.5,14.7,18.5,15.0,296.0
1534,2011,GMC,YUKON 4WD,SUV,5.3,8,A6,X,16.1,11.2,13.9,20.0,320.0
1535,2011,GMC,YUKON 4WD,SUV,5.3,8,A6,E,21.5,14.7,18.5,15.0,296.0
1536,2011,GMC,YUKON DENALI AWD,SUV,6.2,8,A6,Z,17.0,11.9,14.7,19.0,338.0
1537,2011,GMC,YUKON DENALI AWD,SUV,6.2,8,A6,E,23.3,16.1,20.1,14.0,322.0
1538,2011,GMC,YUKON DENALI HYBRID 4WD,SUV,6.0,8,AV,X,11.8,10.1,11.0,26.0,253.0
1539,2011,GMC,YUKON HYBRID,SUV,6.0,8,AV,X,11.5,9.9,10.8,26.0,248.0
1540,2011,GMC,YUKON HYBRID 4WD,SUV,6.0,8,AV,X,11.6,10.1,10.9,26.0,251.0
1541,2011,GMC,YUKON XL,SUV,5.3,8,A6,X,16.1,11.2,13.9,20.0,320.0
1542,2011,GMC,YUKON XL,SUV,5.3,8,A6,E,21.5,14.7,18.5,15.0,296.0
1543,2011,GMC,YUKON XL 4WD,SUV,5.3,8,A6,X,16.1,11.2,13.9,20.0,320.0
1544,2011,GMC,YUKON XL 4WD,SUV,5.3,8,A6,E,21.5,14.7,18.5,15.0,296.0
1545,2011,GMC,YUKON XL 4WD HD,SUV,6.0,8,A6,X,22.8,15.3,19.4,15.0,446.0
1546,2011,GMC,YUKON XL DENALI AWD,SUV,6.2,8,A6,Z,18.8,13.4,16.4,17.0,377.0
1547,2011,GMC,YUKON XL DENALI AWD,SUV,6.2,8,A6,E,25.7,17.8,22.2,13.0,355.0
1548,2011,GMC,YUKON XL HD,SUV,6.0,8,A6,X,22.7,15.0,19.2,15.0,442.0
1549,2011,HONDA,ACCORD 2DR COUPE,COMPACT,2.4,4,A5,X,10.5,7.2,9.0,31.0,207.0
1550,2011,HONDA,ACCORD 2DR COUPE,COMPACT,2.4,4,M5,X,10.3,7.4,9.0,31.0,207.0
1551,2011,HONDA,ACCORD 2DR COUPE,COMPACT,3.5,6,AS5,X,12.1,8.0,10.3,27.0,237.0
1552,2011,HONDA,ACCORD 2DR COUPE,COMPACT,3.5,6,M6,X,13.4,9.0,11.4,25.0,262.0
1553,2011,HONDA,ACCORD 4DR SEDAN,FULL-SIZE,2.4,4,A5,X,10.3,7.0,8.8,32.0,202.0
1554,2011,HONDA,ACCORD 4DR SEDAN,FULL-SIZE,2.4,4,M5,X,10.1,7.0,8.7,32.0,200.0
1555,2011,HONDA,ACCORD 4DR SEDAN,FULL-SIZE,3.5,6,A5,X,11.7,7.8,9.9,29.0,228.0
1556,2011,HONDA,ACCORD CROSSTOUR,SUV,3.5,6,A5,X,13.0,8.6,11.0,26.0,253.0
1557,2011,HONDA,ACCORD CROSSTOUR AWD,SUV,3.5,6,A5,X,13.3,9.0,11.4,25.0,262.0
1558,2011,HONDA,CIVIC,SUBCOMPACT,1.8,4,A5,X,9.5,6.8,8.3,34.0,191.0
1559,2011,HONDA,CIVIC,SUBCOMPACT,1.8,4,M5,X,8.6,6.5,7.7,37.0,177.0
1560,2011,HONDA,CIVIC,SUBCOMPACT,2.0,4,M6,Z,11.6,8.1,10.0,28.0,230.0
1561,2011,HONDA,CIVIC HYBRID,COMPACT,1.3,4,AV,X,5.8,5.2,5.5,51.0,127.0
1562,2011,HONDA,CR-V,SUV,2.4,4,A5,X,11.2,8.5,10.0,28.0,230.0
1563,2011,HONDA,CR-V AWD,SUV,2.4,4,A5,X,11.5,8.9,10.3,27.0,237.0
1564,2011,HONDA,CR-Z,TWO-SEATER,1.5,4,AV,X,6.7,6.0,6.4,44.0,147.0
1565,2011,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.7,6.4,7.1,40.0,163.0
1566,2011,HONDA,ELEMENT,SUV,2.4,4,A5,X,11.9,9.6,10.9,26.0,251.0
1567,2011,HONDA,ELEMENT AWD,SUV,2.4,4,A5,X,12.5,9.8,11.3,25.0,260.0
1568,2011,HONDA,FIT,STATION WAGON - SMALL,1.5,4,A5,X,8.3,6.5,7.5,38.0,173.0
1569,2011,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M5,X,8.3,6.8,7.7,37.0,177.0
1570,2011,HONDA,INSIGHT DX/LX,COMPACT,1.3,4,AV,X,5.9,5.6,5.7,50.0,131.0
1571,2011,HONDA,INSIGHT EX,COMPACT,1.3,4,AV,X,5.9,5.6,5.7,50.0,131.0
1572,2011,HONDA,ODYSSEY,MINIVAN,3.5,6,A5,X,13.2,8.6,11.1,25.0,255.0
1573,2011,HONDA,ODYSSEY TOURING,MINIVAN,3.5,6,A6,X,12.3,8.5,10.6,27.0,244.0
1574,2011,HONDA,PILOT,SUV,3.5,6,A5,X,14.3,10.3,12.5,23.0,288.0
1575,2011,HONDA,PILOT AWD,SUV,3.5,6,A5,X,14.7,10.7,12.9,22.0,297.0
1576,2011,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,X,15.7,11.5,13.9,20.0,320.0
1577,2011,HYUNDAI,ACCENT,COMPACT,1.6,4,A4,X,8.8,6.6,7.8,36.0,179.0
1578,2011,HYUNDAI,ACCENT,COMPACT,1.6,4,M5,X,8.5,6.8,7.8,36.0,179.0
1579,2011,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,AS6,X,8.4,6.3,7.5,38.0,173.0
1580,2011,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,M6,X,8.3,6.3,7.4,38.0,170.0
1581,2011,HYUNDAI,ELANTRA TOURING,STATION WAGON - SMALL,2.0,4,A4,X,10.0,7.8,9.0,31.0,207.0
1582,2011,HYUNDAI,ELANTRA TOURING,STATION WAGON - SMALL,2.0,4,M5,X,10.2,7.6,9.1,31.0,209.0
1583,2011,HYUNDAI,EQUUS,FULL-SIZE,4.6,8,AS6,Z,15.0,9.7,12.6,22.0,290.0
1584,2011,HYUNDAI,GENESIS,FULL-SIZE,3.8,6,AS6,X,12.9,8.6,10.9,26.0,251.0
1585,2011,HYUNDAI,GENESIS,FULL-SIZE,4.6,8,AS6,Z,14.0,9.5,12.0,24.0,276.0
1586,2011,HYUNDAI,GENESIS COUPE,SUBCOMPACT,2.0,4,AS5,Z,11.9,8.0,10.2,28.0,235.0
1587,2011,HYUNDAI,GENESIS COUPE,SUBCOMPACT,2.0,4,M6,Z,11.4,7.9,9.8,29.0,225.0
1588,2011,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,AS6,X,13.7,8.7,11.5,25.0,265.0
1589,2011,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,M6,X,13.5,9.0,11.5,25.0,265.0
1590,2011,HYUNDAI,SANTA FE,SUV,2.4,4,AS6,X,11.8,8.6,10.4,27.0,239.0
1591,2011,HYUNDAI,SANTA FE,SUV,2.4,4,M6,X,12.5,9.1,11.0,26.0,253.0
1592,2011,HYUNDAI,SANTA FE,SUV,3.5,6,AS6,X,11.6,9.0,10.4,27.0,239.0
1593,2011,HYUNDAI,SANTA FE 4WD,SUV,2.4,4,AS6,X,12.0,9.5,10.9,26.0,251.0
1594,2011,HYUNDAI,SANTA FE 4WD,SUV,3.5,6,AS6,X,12.0,9.1,10.7,26.0,246.0
1595,2011,HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS6,X,10.6,7.2,9.1,31.0,209.0
1596,2011,HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,10.8,6.8,9.0,31.0,207.0
1597,2011,HYUNDAI,SONATA,FULL-SIZE,2.4,4,M6,X,10.0,6.8,8.6,33.0,198.0
1598,2011,HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,6.8,5.8,6.4,44.0,147.0
1599,2011,HYUNDAI,TUCSON,SUV,2.0,4,AS6,X,10.4,7.8,9.2,31.0,212.0
1600,2011,HYUNDAI,TUCSON,SUV,2.0,4,M5,X,11.5,8.8,10.3,27.0,237.0
1601,2011,HYUNDAI,TUCSON,SUV,2.4,4,AS6,X,10.9,7.5,9.4,30.0,216.0
1602,2011,HYUNDAI,TUCSON,SUV,2.4,4,M6,X,11.4,8.2,10.0,28.0,230.0
1603,2011,HYUNDAI,TUCSON 4WD,SUV,2.4,4,AS6,X,11.5,8.5,10.1,28.0,232.0
1604,2011,HYUNDAI,TUCSON 4WD,SUV,2.4,4,M6,X,12.0,8.8,10.6,27.0,244.0
1605,2011,HYUNDAI,VERACRUZ,SUV,3.8,6,AS6,X,14.3,10.1,12.4,23.0,285.0
1606,2011,HYUNDAI,VERACRUZ 4WD,SUV,3.8,6,AS6,X,14.8,10.5,12.9,22.0,297.0
1607,2011,INFINITI,EX35 AWD,STATION WAGON - SMALL,3.5,6,AS7,Z,13.9,10.1,12.2,23.0,281.0
1608,2011,INFINITI,FX35 AWD,SUV,3.5,6,AS7,Z,14.9,11.0,13.1,22.0,301.0
1609,2011,INFINITI,FX50 AWD,SUV,5.0,8,AS7,Z,16.3,11.9,14.3,20.0,329.0
1610,2011,INFINITI,G25,MID-SIZE,2.5,6,AS7,Z,11.7,8.1,10.1,28.0,232.0
1611,2011,INFINITI,G25x,MID-SIZE,2.5,6,AS7,Z,12.0,8.7,10.5,27.0,242.0
1612,2011,INFINITI,G37,MID-SIZE,3.7,6,M6,Z,13.8,9.4,11.8,24.0,271.0
1613,2011,INFINITI,G37 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,13.4,9.3,11.5,25.0,265.0
1614,2011,INFINITI,G37 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,14.5,9.9,12.4,23.0,285.0
1615,2011,INFINITI,G37 COUPE,SUBCOMPACT,3.7,6,AS7,Z,12.5,8.8,10.8,26.0,248.0
1616,2011,INFINITI,G37 COUPE,SUBCOMPACT,3.7,6,M6,Z,13.8,9.4,11.8,24.0,271.0
1617,2011,INFINITI,G37x,MID-SIZE,3.7,6,AS7,Z,13.2,9.3,11.4,25.0,262.0
1618,2011,INFINITI,G37x COUPE,SUBCOMPACT,3.7,6,AS7,Z,13.2,9.3,11.4,25.0,262.0
1619,2011,INFINITI,M37,MID-SIZE,3.7,6,AS7,Z,12.9,9.0,11.1,25.0,255.0
1620,2011,INFINITI,M37x,MID-SIZE,3.7,6,AS7,Z,13.5,9.8,11.9,24.0,274.0
1621,2011,INFINITI,M56,MID-SIZE,5.6,8,AS7,Z,14.5,9.5,12.2,23.0,281.0
1622,2011,INFINITI,M56x,MID-SIZE,5.6,8,AS7,Z,15.0,10.1,12.8,22.0,294.0
1623,2011,INFINITI,QX56 4WD,SUV,5.6,8,AS7,Z,17.4,12.1,15.0,19.0,345.0
1624,2011,JAGUAR,XF,MID-SIZE,5.0,8,A6,Z,14.7,9.7,12.4,23.0,285.0
1625,2011,JAGUAR,XFR,MID-SIZE,5.0,8,A6,Z,15.7,11.0,13.6,21.0,313.0
1626,2011,JAGUAR,XJ,FULL-SIZE,5.0,8,A6,Z,14.7,9.7,12.4,23.0,285.0
1627,2011,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,A6,Z,15.7,11.0,13.6,21.0,313.0
1628,2011,JAGUAR,XJ SUPERSPORT,FULL-SIZE,5.0,8,A6,Z,15.7,11.0,13.6,21.0,313.0
1629,2011,JAGUAR,XJL,FULL-SIZE,5.0,8,A6,Z,15.4,10.5,13.2,21.0,304.0
1630,2011,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,A6,Z,15.7,11.0,13.6,21.0,313.0
1631,2011,JAGUAR,XJL SUPERSPORT,FULL-SIZE,5.0,8,A6,Z,15.7,11.0,13.6,21.0,313.0
1632,2011,JAGUAR,XK CONVERTIBLE,MINICOMPACT,5.0,8,A6,Z,15.1,10.6,13.1,22.0,301.0
1633,2011,JAGUAR,XK COUPE,MINICOMPACT,5.0,8,A6,Z,14.9,9.9,12.7,22.0,292.0
1634,2011,JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8,A6,Z,15.7,10.7,13.5,21.0,311.0
1635,2011,JAGUAR,XKR COUPE,MINICOMPACT,5.0,8,A6,Z,15.7,10.7,13.5,21.0,311.0
1636,2011,JEEP,COMPASS,SUV,2.0,4,AV,X,10.3,8.7,9.6,29.0,221.0
1637,2011,JEEP,COMPASS,SUV,2.0,4,M5,X,10.4,8.1,9.4,30.0,216.0
1638,2011,JEEP,COMPASS,SUV,2.4,4,AV,X,11.0,8.8,10.0,28.0,230.0
1639,2011,JEEP,COMPASS,SUV,2.4,4,M5,X,10.3,8.3,9.4,30.0,216.0
1640,2011,JEEP,COMPASS 4X4,SUV,2.4,4,AV,X,11.3,8.9,10.2,28.0,235.0
1641,2011,JEEP,COMPASS 4X4,SUV,2.4,4,M5,X,10.5,8.6,9.7,29.0,223.0
1642,2011,JEEP,GRAND CHEROKEE 4X4 (FuelSaver MDS),SUV,5.7,8,A5,X,17.4,12.5,15.2,19.0,350.0
1643,2011,JEEP,GRAND CHEROKEE 4X4 FFV,SUV,3.6,6,A5,X,14.6,10.5,12.7,22.0,292.0
1644,2011,JEEP,GRAND CHEROKEE 4X4 FFV,SUV,3.6,6,A5,E,19.3,14.3,17.0,17.0,272.0
1645,2011,JEEP,LIBERTY 4X4,SUV,3.7,6,A4,X,15.6,11.4,13.7,21.0,315.0
1646,2011,JEEP,PATRIOT,SUV,2.0,4,AV,X,10.3,8.7,9.6,29.0,221.0
1647,2011,JEEP,PATRIOT,SUV,2.0,4,M5,X,10.4,8.1,9.4,30.0,216.0
1648,2011,JEEP,PATRIOT,SUV,2.4,4,AV,X,11.0,8.8,10.0,28.0,230.0
1649,2011,JEEP,PATRIOT,SUV,2.4,4,M5,X,10.3,8.3,9.4,30.0,216.0
1650,2011,JEEP,PATRIOT 4X4,SUV,2.4,4,AV,X,11.3,8.9,10.2,28.0,235.0
1651,2011,JEEP,PATRIOT 4X4,SUV,2.4,4,M5,X,10.5,8.6,9.7,29.0,223.0
1652,2011,JEEP,WRANGLER 4X4,SUV,3.8,6,A4,X,15.6,11.8,13.9,20.0,320.0
1653,2011,JEEP,WRANGLER 4X4,SUV,3.8,6,M6,X,16.2,11.8,14.2,20.0,327.0
1654,2011,KIA,BORREGO,SUV,3.8,6,AS5,X,14.3,11.1,12.8,22.0,294.0
1655,2011,KIA,BORREGO,SUV,4.6,8,AS6,X,15.3,10.9,13.3,21.0,306.0
1656,2011,KIA,BORREGO 4WD,SUV,3.8,6,AS5,X,14.6,11.1,13.0,22.0,299.0
1657,2011,KIA,BORREGO 4WD,SUV,4.6,8,AS6,X,16.1,11.4,14.0,20.0,322.0
1658,2011,KIA,FORTE,MID-SIZE,2.0,4,AS6,X,9.3,6.7,8.1,35.0,186.0
1659,2011,KIA,FORTE,MID-SIZE,2.0,4,M6,X,9.5,6.8,8.3,34.0,191.0
1660,2011,KIA,FORTE,MID-SIZE,2.4,4,AS6,X,10.2,7.4,9.0,31.0,207.0
1661,2011,KIA,FORTE,MID-SIZE,2.4,4,M6,X,10.5,7.4,9.1,31.0,209.0
1662,2011,KIA,FORTE KOUP,COMPACT,2.0,4,AS6,X,9.3,6.7,8.1,35.0,186.0
1663,2011,KIA,FORTE KOUP,COMPACT,2.0,4,M6,X,9.5,6.8,8.3,34.0,191.0
1664,2011,KIA,FORTE KOUP,COMPACT,2.4,4,AS6,X,10.2,7.4,9.0,31.0,207.0
1665,2011,KIA,FORTE KOUP,COMPACT,2.4,4,M6,X,10.5,7.4,9.1,31.0,209.0
